userid,gender,age,agegroup,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,longitude,latitude,country,district,province,city
user-drc-6370676-1507,Male,25,20 - 29,Electricity,Sanitation,Neutral,Water,Electricity,Electricity,Water,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4040237-806,Male,31,30 - 39,School,,Satisfied,Water,Health clinic,Sanitation,Roads,Daily,Yes,Once a week,26.28952,-2.714926,Democratic Republic of Congo,Kalima,Maniema,Kalima
user-drc-6226744-1419,Male,20,20 - 29,Electricity,Roads,Dissatisfied,School,Water,Health clinic,Electricity,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8219209-832,Male,21,20 - 29,School,Electricity,Neutral,Health clinic,Electricity,Electricity,School,Once a week,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1842640-272,Male,30,30 - 39,Electricity,Health clinic,Dissatisfied,Electricity,Water,Water,Water,Once a week,No,Never,26.73333,-10.98333,Democratic Republic of Congo,Haut-Katanga,Katanga,Likasi
user-drc-4949862-164,Female,24,20 - 29,School,School,Satisfied,School,Water,Roads,Health clinic,Daily,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-9965875-626,Male,30,30 - 39,School,Electricity,Neutral,,Sanitation,Sanitation,Water,Less than once a month,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4818310-483,Female,20,20 - 29,School,Roads,Satisfied,Electricity,Water,Water,School,,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6451381-455,Male,26,20 - 29,Electricity,School,Dissatisfied,Health clinic,Water,School,School,Daily,No,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-3424620-1043,Male,29,20 - 29,,Electricity,Dissatisfied,Health clinic,Roads,School,School,Daily,Yes,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-3024897-1557,Female,32,30 - 39,Health clinic,Electricity,Neutral,Health clinic,Water,Roads,Health clinic,Daily,No,Once a year,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-2079671-472,Male,44,40 - 49,School,School,Dissatisfied,,School,Electricity,Electricity,Daily,Yes,Never,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-8126097-1013,Male,30,30 - 39,Roads,Roads,Dissatisfied,Roads,School,Roads,School,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5114660-1451,Female,27,20 - 29,Health clinic,Electricity,Satisfied,,Sanitation,Sanitation,Health clinic,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2992724-1194,Male,46,40 - 49,Health clinic,Water,Dissatisfied,Health clinic,Water,Water,Sanitation,Less than once a month,Yes,Once a month,26.73333,-10.98333,Democratic Republic of Congo,Haut-Katanga,Katanga,Likasi
user-drc-3394038-843,Female,29,20 - 29,Water,Sanitation,Dissatisfied,School,Water,Water,Water,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2051380-1815,Male,44,40 - 49,Electricity,Sanitation,Dissatisfied,Water,Electricity,Electricity,Electricity,Daily,No,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5298750-66,Male,34,30 - 39,Roads,Electricity,Dissatisfied,Health clinic,Electricity,Roads,Electricity,Daily,Yes,Once a week,18.97089,-7.306042,Democratic Republic of Congo,Kwango,Bandundu,Kahemba
user-drc-7720253-1045,Male,34,30 - 39,School,School,Satisfied,School,,School,School,Daily,Yes,Once a week,25.92906,-3.924039,Democratic Republic of Congo,Kibombo,Maniema,Kibombo
user-drc-1165342-1415,Male,50,50+,School,Electricity,Dissatisfied,Water,Roads,School,School,Less than once a month,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3049137-1553,Male,22,20 - 29,School,School,Neutral,Health clinic,Water,Water,Water,,No,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6077090-841,Male,31,30 - 39,School,Electricity,Dissatisfied,School,Roads,Roads,Roads,Less than once a month,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8674362-1182,Female,27,20 - 29,Roads,Water,Neutral,Water,Roads,School,School,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1017304-228,Male,26,20 - 29,School,School,Dissatisfied,Water,School,Electricity,Electricity,Once a week,Yes,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-5834062-1408,Male,35,30 - 39,,Health clinic,Neutral,Water,Electricity,Roads,Sanitation,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5985123-160,Female,51,50+,Sanitation,Roads,Neutral,Sanitation,Roads,Roads,Sanitation,,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6069597-76,Male,30,30 - 39,School,Roads,Neutral,School,Water,Water,School,Once a week,Yes,Once a month,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-8926711-567,Male,29,20 - 29,Water,Health clinic,Dissatisfied,Roads,Water,School,Water,Daily,No,Once a month,14.44613,-5.562721,Democratic Republic of Congo,Cataractes,Bas Congo,Kimpese
user-drc-1441866-1396,Female,18,10 - 19,School,Sanitation,Neutral,School,Health clinic,Electricity,Water,Once a week,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6752520-1270,Male,28,20 - 29,Water,Sanitation,Neutral,Water,School,Roads,Electricity,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3500786-1001,Female,40,40 - 49,Water,Electricity,Satisfied,Health clinic,Health clinic,Roads,Roads,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-4511739-802,Female,22,20 - 29,School,School,Neutral,Water,Electricity,Health clinic,Electricity,Daily,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-9805064-834,Female,17,10 - 19,School,Water,,School,Electricity,Health clinic,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5597738-1370,Male,50,50+,Sanitation,Health clinic,Satisfied,Roads,Electricity,Electricity,Electricity,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-2120647-726,Male,42,40 - 49,Electricity,Electricity,Neutral,Electricity,Electricity,Electricity,School,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5368336-382,Male,37,30 - 39,Roads,Roads,Satisfied,Roads,Roads,Electricity,Electricity,Once a week,Yes,Never,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-8123905-490,Male,43,40 - 49,School,School,Neutral,School,School,School,School,Daily,Yes,Once a week,25.43322,-0.358813,Democratic Republic of Congo,Tshopo,Oriental,Ubundu
user-drc-2580735-132,Male,23,20 - 29,School,School,Neutral,School,School,Roads,Roads,Once a week,No,Never,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-3763057-400,Male,41,40 - 49,Roads,Health clinic,Neutral,Roads,Electricity,Electricity,Sanitation,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-4713734-1533,Female,20,20 - 29,School,Health clinic,Neutral,Roads,Electricity,Electricity,Water,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9068855-1081,Male,28,20 - 29,Electricity,School,Dissatisfied,Roads,Water,Water,Electricity,Daily,Yes,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-7762411-674,Male,28,20 - 29,Roads,Roads,,Roads,Roads,Roads,Roads,Daily,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9317569-1135,Male,30,30 - 39,School,School,Neutral,School,School,School,School,Daily,Yes,Once a year,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-8654481-729,Male,15,10 - 19,School,Health clinic,Neutral,School,Water,Water,Electricity,Daily,Yes,Once a month,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-9573961-1747,Male,24,20 - 29,School,School,Dissatisfied,Health clinic,Electricity,Electricity,School,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9274777-1678,Male,,,Roads,Electricity,Dissatisfied,School,Electricity,Roads,School,Less than once a month,Yes,Once a week,29.28737,0.127752,Democratic Republic of Congo,Butembo 1,Nord Kivu,Butembo
user-drc-2128806-1074,Male,54,50+,Roads,Electricity,Dissatisfied,Health clinic,Water,Roads,School,Less than once a month,Yes,Never,29.05746,1.359962,Democratic Republic of Congo,Ituri,Oriental,Mambasa
user-drc-9821461-58,Female,58,50+,,Health clinic,Neutral,Water,Sanitation,Sanitation,Sanitation,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2313386-351,Male,34,30 - 39,Electricity,Electricity,Dissatisfied,Water,Water,School,School,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8435653-166,Male,23,20 - 29,School,Electricity,Neutral,Water,Electricity,Electricity,Electricity,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1933864-1746,Male,56,50+,,Health clinic,Dissatisfied,Roads,Sanitation,Sanitation,Sanitation,Daily,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1631464-1751,Male,20,20 - 29,Electricity,School,Neutral,Health clinic,Roads,Electricity,Water,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7333392-1201,Male,,,School,Health clinic,Neutral,School,Electricity,Electricity,Electricity,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6792642-1519,Male,34,30 - 39,Roads,Roads,Dissatisfied,School,Roads,Roads,Roads,Once a week,Yes,,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7474273-1816,Male,49,40 - 49,School,Electricity,Neutral,School,Roads,Roads,School,Daily,Yes,Never,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-6874691-725,Male,18,10 - 19,School,School,Satisfied,School,School,School,School,Daily,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-4368627-1285,Male,31,30 - 39,School,School,Dissatisfied,Water,Water,Sanitation,Sanitation,Once a week,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6019651-931,Male,29,20 - 29,School,Sanitation,Dissatisfied,School,Electricity,Health clinic,Electricity,Once a week,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-6177610-759,Male,20,20 - 29,School,Sanitation,Dissatisfied,School,Electricity,Health clinic,Electricity,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7278333-750,Female,22,20 - 29,School,School,Dissatisfied,School,School,Electricity,Water,Daily,Yes,Never,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-9922851-1037,Male,52,50+,School,School,Neutral,Health clinic,Health clinic,Electricity,Roads,Once a week,Yes,Once a month,25.57931,-7.34218,Democratic Republic of Congo,Haut-Lomami,Katanga,Kabongo
user-drc-4246793-49,Male,21,20 - 29,School,Health clinic,Satisfied,School,Health clinic,Health clinic,Health clinic,Daily,No,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-6107162-214,Male,59,50+,Electricity,Roads,Dissatisfied,Health clinic,Roads,Roads,Roads,Daily,Yes,Once a week,15.17083,-4.591111,Democratic Republic of Congo,Lukaya,Bas Congo,Kasangulu
user-drc-3596024-934,Female,31,30 - 39,Water,Water,Dissatisfied,Electricity,,School,Health clinic,Daily,No,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-3906160-1434,Male,26,20 - 29,School,School,Satisfied,School,Health clinic,Water,Roads,Daily,No,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6659383-1646,Female,57,50+,Health clinic,Health clinic,Satisfied,School,Sanitation,Health clinic,Health clinic,Once a week,No,Never,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-8331209-1736,Female,15,10 - 19,School,,Neutral,School,Water,School,Health clinic,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2614859-1249,Female,26,20 - 29,Water,Health clinic,Satisfied,School,Roads,Health clinic,Electricity,Daily,Yes,Never,15.37167,-4.310395,Democratic Republic of Congo,,,
user-drc-7241284-502,Male,22,20 - 29,School,Water,Satisfied,School,Electricity,Water,Water,Once a week,Yes,Once a month,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-8442256-1454,Male,44,40 - 49,School,Health clinic,Dissatisfied,School,Water,Water,Water,Less than once a month,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9829702-1448,Male,49,40 - 49,School,School,Satisfied,School,School,School,Electricity,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3583746-991,Male,24,20 - 29,School,Electricity,Dissatisfied,Water,Electricity,Electricity,Electricity,Daily,Yes,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-8572654-227,Female,33,30 - 39,Sanitation,Health clinic,Neutral,Health clinic,School,Water,Roads,,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9416382-975,Female,20,20 - 29,Water,Sanitation,Neutral,Water,School,Sanitation,Sanitation,Daily,Yes,Once a month,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-5035802-1738,Male,39,30 - 39,,Water,Dissatisfied,Water,Electricity,Electricity,Sanitation,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9367814-821,Male,22,20 - 29,Roads,Roads,Dissatisfied,Water,Sanitation,Sanitation,Health clinic,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3360144-270,Male,20,20 - 29,Electricity,School,Satisfied,Electricity,Health clinic,Sanitation,Electricity,Daily,No,Once a week,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-5739357-1008,Male,19,10 - 19,School,School,Neutral,School,Water,Water,Water,Daily,No,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-4634548-744,Male,29,20 - 29,School,School,Neutral,School,Roads,Roads,Roads,Once a week,No,Once a month,26.98923,-5.384138,Democratic Republic of Congo,Tanganyika,Katanga,Kongolo
user-drc-4090685-1778,Male,20,20 - 29,Electricity,Roads,Neutral,Water,Water,Water,Water,Once a week,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3123724-1132,Male,35,30 - 39,School,Electricity,Dissatisfied,Water,Electricity,Electricity,Electricity,Less than once a month,No,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-3453424-794,Male,27,20 - 29,School,Water,Dissatisfied,Water,Roads,School,Roads,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-3232944-1655,Male,23,20 - 29,School,Electricity,Dissatisfied,School,Water,Electricity,Electricity,Less than once a month,Yes,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6412737-195,Male,17,10 - 19,Electricity,,Neutral,School,School,School,School,Once a week,Yes,Once a week,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-5731196-553,Male,34,30 - 39,Health clinic,Electricity,Satisfied,Health clinic,Sanitation,Health clinic,Sanitation,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2818102-1776,Female,23,20 - 29,Health clinic,Sanitation,Satisfied,Health clinic,Roads,Roads,Electricity,Daily,Yes,Once a month,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-2854258-610,Male,26,20 - 29,Electricity,Electricity,Dissatisfied,Sanitation,Electricity,Health clinic,Health clinic,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5640114-831,Male,33,30 - 39,Water,Health clinic,Dissatisfied,Water,Sanitation,Sanitation,Sanitation,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9624720-731,Male,50,50+,,Health clinic,Dissatisfied,Roads,Electricity,Roads,School,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6356994-176,Female,26,20 - 29,,Health clinic,Neutral,Roads,School,Roads,School,Daily,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-8377563-1304,Female,35,30 - 39,Health clinic,School,Satisfied,Health clinic,Health clinic,School,School,Less than once a month,Yes,Once a week,21.85686,-5.320547,Democratic Republic of Congo,Djoko Punda,Kasai Occidental,Djoko-punda
user-drc-6177121-1032,Male,33,30 - 39,School,School,Neutral,School,Sanitation,Roads,Electricity,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7555535-758,Female,73,50+,,Roads,Dissatisfied,Water,Electricity,Roads,Health clinic,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5621499-1584,Female,51,50+,School,School,Satisfied,Water,Water,Electricity,School,Daily,Yes,,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1961157-955,Male,24,20 - 29,Roads,Electricity,Dissatisfied,School,Electricity,Roads,Electricity,Daily,Yes,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-2202013-1601,Female,37,30 - 39,Roads,Sanitation,Dissatisfied,Electricity,Health clinic,Health clinic,Health clinic,Daily,Yes,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-4204405-1835,Male,19,10 - 19,Electricity,Electricity,Dissatisfied,Electricity,Electricity,School,School,Once a week,No,Once a year,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-6665916-1033,Male,39,30 - 39,School,School,Neutral,School,School,Sanitation,Sanitation,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8722155-541,Male,49,40 - 49,Water,Water,Satisfied,Electricity,Electricity,School,School,Daily,Yes,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-9420589-515,Male,18,10 - 19,School,School,Neutral,Roads,Electricity,Roads,Roads,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2348303-569,Male,73,50+,Roads,School,Neutral,Water,Water,Roads,Roads,Daily,Yes,Once a year,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
